Year,Month,Industry_Section,Occupation_Group,Number_of_Vacancies
2021,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Associate_Professionals,47
2021,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Clerical_Support_Workers,1
2021,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Service_Sales_Workers,8
2021,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Craft_Related_Workers,27
2021,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Plant_Machine_Operators,40
2021,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Skilled_Agricultural_Fishery,0
2021,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Elementary_Occupations,55
2021,March,"Mining, Quarrying, Electricity, Gas, Waste Management",Total,203
2021,March,Construction Sites (Manual Workers),Managers,NA
2021,March,Construction Sites (Manual Workers),Professionals,NA
2021,March,Construction Sites (Manual Workers),Associate_Professionals,NA
2021,March,Construction Sites (Manual Workers),Clerical_Support_Workers,NA
2021,March,Construction Sites (Manual Workers),Service_Sales_Workers,NA
2021,March,Construction Sites (Manual Workers),Craft_Related_Workers,24
2021,March,Construction Sites (Manual Workers),Plant_Machine_Operators,13
2021,March,Construction Sites (Manual Workers),Skilled_Agricultural_Fishery,NA
2021,March,Construction Sites (Manual Workers),Elementary_Occupations,41
2021,March,Construction Sites (Manual Workers),Total,78
2021,March,"G: Import/export, wholesale and retail trades",Managers,284
2021,March,"G: Import/export, wholesale and retail trades",Professionals,561
2021,March,"G: Import/export, wholesale and retail trades",Associate_Professionals,1506
2021,March,"G: Import/export, wholesale and retail trades",Clerical_Support_Workers,1094
2021,March,"G: Import/export, wholesale and retail trades",Service_Sales_Workers,2307
2021,March,"G: Import/export, wholesale and retail trades",Craft_Related_Workers,176
2021,March,"G: Import/export, wholesale and retail trades",Plant_Machine_Operators,152
2021,March,"G: Import/export, wholesale and retail trades",Skilled_Agricultural_Fishery,0
2021,March,"G: Import/export, wholesale and retail trades",Elementary_Occupations,396
2021,March,"G: Import/export, wholesale and retail trades",Total,6476
2021,March,G45-46: Import/export trade and wholesale,Managers,231
2021,March,G45-46: Import/export trade and wholesale,Professionals,477
2021,March,G45-46: Import/export trade and wholesale,Associate_Professionals,1204
2021,March,G45-46: Import/export trade and wholesale,Clerical_Support_Workers,902
2021,March,G45-46: Import/export trade and wholesale,Service_Sales_Workers,205
2021,March,G45-46: Import/export trade and wholesale,Craft_Related_Workers,78
2021,March,G45-46: Import/export trade and wholesale,Plant_Machine_Operators,112
2021,March,G45-46: Import/export trade and wholesale,Skilled_Agricultural_Fishery,0
2021,March,G45-46: Import/export trade and wholesale,Elementary_Occupations,299
2021,March,G45-46: Import/export trade and wholesale,Total,3508
2021,March,G47: Retail,Managers,53
2021,March,G47: Retail,Professionals,84
2021,March,G47: Retail,Associate_Professionals,302
2021,March,G47: Retail,Clerical_Support_Workers,192
2021,March,G47: Retail,Service_Sales_Workers,2102
2021,March,G47: Retail,Craft_Related_Workers,98
2021,March,G47: Retail,Plant_Machine_Operators,40
2021,March,G47: Retail,Skilled_Agricultural_Fishery,0
2021,March,G47: Retail,Elementary_Occupations,97
2021,March,G47: Retail,Total,2968
2021,March,"H: Transportation, storage, postal and courier services",Managers,113
2021,March,"H: Transportation, storage, postal and courier services",Professionals,123
2021,March,"H: Transportation, storage, postal and courier services",Associate_Professionals,376
2021,March,"H: Transportation, storage, postal and courier services",Clerical_Support_Workers,228
2021,March,"H: Transportation, storage, postal and courier services",Service_Sales_Workers,211
2021,March,"H: Transportation, storage, postal and courier services",Craft_Related_Workers,248
2021,March,"H: Transportation, storage, postal and courier services",Plant_Machine_Operators,816
2021,March,"H: Transportation, storage, postal and courier services",Skilled_Agricultural_Fishery,1
2021,March,"H: Transportation, storage, postal and courier services",Elementary_Occupations,400
2021,March,"H: Transportation, storage, postal and courier services",Total,2516
2021,March,I: Accommodation and food services,Managers,53
2021,March,I: Accommodation and food services,Professionals,19
2021,March,I: Accommodation and food services,Associate_Professionals,97
2021,March,I: Accommodation and food services,Clerical_Support_Workers,84
2021,March,I: Accommodation and food services,Service_Sales_Workers,2247
2021,March,I: Accommodation and food services,Craft_Related_Workers,44
2021,March,I: Accommodation and food services,Plant_Machine_Operators,0
2021,March,I: Accommodation and food services,Skilled_Agricultural_Fishery,0
2021,March,I: Accommodation and food services,Elementary_Occupations,216
2021,March,I: Accommodation and food services,Total,2760
2021,March,J: Information and communications,Managers,148
2021,March,J: Information and communications,Professionals,998
2021,March,J: Information and communications,Associate_Professionals,427
2021,March,J: Information and communications,Clerical_Support_Workers,48
2021,March,J: Information and communications,Service_Sales_Workers,36
2021,March,J: Information and communications,Craft_Related_Workers,9
2021,March,J: Information and communications,Plant_Machine_Operators,0
2021,March,J: Information and communications,Skilled_Agricultural_Fishery,0
2021,March,J: Information and communications,Elementary_Occupations,0
2021,March,J: Information and communications,Total,1666
2021,March,K: Financing and insurance,Managers,1123
2021,March,K: Financing and insurance,Professionals,1084
2021,March,K: Financing and insurance,Associate_Professionals,2153
2021,March,K: Financing and insurance,Clerical_Support_Workers,403
2021,March,K: Financing and insurance,Service_Sales_Workers,4
2021,March,K: Financing and insurance,Craft_Related_Workers,2
2021,March,K: Financing and insurance,Plant_Machine_Operators,1
2021,March,K: Financing and insurance,Skilled_Agricultural_Fishery,0
2021,March,K: Financing and insurance,Elementary_Occupations,9
2021,March,K: Financing and insurance,Total,4779
2021,March,L: Real estate,Managers,118
2021,March,L: Real estate,Professionals,91
2021,March,L: Real estate,Associate_Professionals,491
2021,March,L: Real estate,Clerical_Support_Workers,128
2021,March,L: Real estate,Service_Sales_Workers,1413
2021,March,L: Real estate,Craft_Related_Workers,116
2021,March,L: Real estate,Plant_Machine_Operators,0
2021,March,L: Real estate,Skilled_Agricultural_Fishery,13
2021,March,L: Real estate,Elementary_Occupations,211
2021,March,L: Real estate,Total,2581
2021,March,M & N: Professional and business services,Managers,277
2021,March,M & N: Professional and business services,Professionals,806
2021,March,M & N: Professional and business services,Associate_Professionals,1215
2021,March,M & N: Professional and business services,Clerical_Support_Workers,433
2021,March,M & N: Professional and business services,Service_Sales_Workers,1354
2021,March,M & N: Professional and business services,Craft_Related_Workers,156
2021,March,M & N: Professional and business services,Plant_Machine_Operators,20
2021,March,M & N: Professional and business services,Skilled_Agricultural_Fishery,171
2021,March,M & N: Professional and business services,Elementary_Occupations,1191
2021,March,M & N: Professional and business services,Total,5623
2021,March,P - S: Social and personal services,Managers,514
2021,March,P - S: Social and personal services,Professionals,3566
2021,March,P - S: Social and personal services,Associate_Professionals,2280
2021,March,P - S: Social and personal services,Clerical_Support_Workers,1094
2021,March,P - S: Social and personal services,Service_Sales_Workers,3194
2021,March,P - S: Social and personal services,Craft_Related_Workers,283
2021,March,P - S: Social and personal services,Plant_Machine_Operators,61
2021,March,P - S: Social and personal services,Skilled_Agricultural_Fishery,11
2021,March,P - S: Social and personal services,Elementary_Occupations,971
2021,March,P - S: Social and personal services,Total,11974
2021,March,All industry sections covered,Managers,2669
2021,March,All industry sections covered,Professionals,7281
2021,March,All industry sections covered,Associate_Professionals,8648
2021,March,All industry sections covered,Clerical_Support_Workers,3536
2021,March,All industry sections covered,Service_Sales_Workers,10817
2021,March,All industry sections covered,Craft_Related_Workers,1209
2021,March,All industry sections covered,Plant_Machine_Operators,1240
2021,March,All industry sections covered,Skilled_Agricultural_Fishery,196
2021,March,All industry sections covered,Elementary_Occupations,3749
2021,March,All industry sections covered,Total,39345
2021,June,Manufacturing,Managers,38
2021,June,Manufacturing,Professionals,125
2021,June,Manufacturing,Associate_Professionals,109
2021,June,Manufacturing,Clerical_Support_Workers,30
2021,June,Manufacturing,Service_Sales_Workers,58
2021,June,Manufacturing,Craft_Related_Workers,288
2021,June,Manufacturing,Plant_Machine_Operators,76
2021,June,Manufacturing,Skilled_Agricultural_Fishery,0
2021,June,Manufacturing,Elementary_Occupations,213
2021,June,Manufacturing,Total,937
2021,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Managers,19
2021,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Professionals,6
2021,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Associate_Professionals,43
2021,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Clerical_Support_Workers,5
2021,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Service_Sales_Workers,3
2021,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Craft_Related_Workers,42
2021,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Plant_Machine_Operators,42
2021,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Skilled_Agricultural_Fishery,0
2021,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Elementary_Occupations,63
2021,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Total,223
2021,June,Construction Sites (Manual Workers),Managers,NA
2021,June,Construction Sites (Manual Workers),Professionals,NA
2021,June,Construction Sites (Manual Workers),Associate_Professionals,NA
2021,June,Construction Sites (Manual Workers),Clerical_Support_Workers,NA
2021,June,Construction Sites (Manual Workers),Service_Sales_Workers,NA
2021,June,Construction Sites (Manual Workers),Craft_Related_Workers,26
2021,June,Construction Sites (Manual Workers),Plant_Machine_Operators,194
2021,June,Construction Sites (Manual Workers),Skilled_Agricultural_Fishery,NA
2021,June,Construction Sites (Manual Workers),Elementary_Occupations,30
2021,June,Construction Sites (Manual Workers),Total,250
2021,June,"G: Import/export, wholesale and retail trades",Managers,411
2021,June,"G: Import/export, wholesale and retail trades",Professionals,767
2021,June,"G: Import/export, wholesale and retail trades",Associate_Professionals,1370
2021,June,"G: Import/export, wholesale and retail trades",Clerical_Support_Workers,924
2021,June,"G: Import/export, wholesale and retail trades",Service_Sales_Workers,2748
2021,June,"G: Import/export, wholesale and retail trades",Craft_Related_Workers,155
2021,June,"G: Import/export, wholesale and retail trades",Plant_Machine_Operators,271
2021,June,"G: Import/export, wholesale and retail trades",Skilled_Agricultural_Fishery,0
2021,June,"G: Import/export, wholesale and retail trades",Elementary_Occupations,651
2021,June,"G: Import/export, wholesale and retail trades",Total,7297
2021,June,G45-46: Import/export trade and wholesale,Managers,325
2021,June,G45-46: Import/export trade and wholesale,Professionals,615
2021,June,G45-46: Import/export trade and wholesale,Associate_Professionals,1056
2021,June,G45-46: Import/export trade and wholesale,Clerical_Support_Workers,675
2021,June,G45-46: Import/export trade and wholesale,Service_Sales_Workers,306
2021,June,G45-46: Import/export trade and wholesale,Craft_Related_Workers,100
2021,June,G45-46: Import/export trade and wholesale,Plant_Machine_Operators,234
2021,June,G45-46: Import/export trade and wholesale,Skilled_Agricultural_Fishery,0
2021,June,G45-46: Import/export trade and wholesale,Elementary_Occupations,533
2021,June,G45-46: Import/export trade and wholesale,Total,3844
2021,June,G47: Retail,Managers,86
2021,June,G47: Retail,Professionals,152
2021,June,G47: Retail,Associate_Professionals,314
2021,June,G47: Retail,Clerical_Support_Workers,249
2021,June,G47: Retail,Service_Sales_Workers,2442
2021,June,G47: Retail,Craft_Related_Workers,55
2021,June,G47: Retail,Plant_Machine_Operators,37
2021,June,G47: Retail,Skilled_Agricultural_Fishery,0
2021,June,G47: Retail,Elementary_Occupations,118
2021,June,G47: Retail,Total,3453
2021,June,"H: Transportation, storage, postal and courier services",Managers,86
2021,June,"H: Transportation, storage, postal and courier services",Professionals,188
2021,June,"H: Transportation, storage, postal and courier services",Associate_Professionals,595
2021,June,"H: Transportation, storage, postal and courier services",Clerical_Support_Workers,440
2021,June,"H: Transportation, storage, postal and courier services",Service_Sales_Workers,225
2021,June,"H: Transportation, storage, postal and courier services",Craft_Related_Workers,265
2021,June,"H: Transportation, storage, postal and courier services",Plant_Machine_Operators,787
2021,June,"H: Transportation, storage, postal and courier services",Skilled_Agricultural_Fishery,1
2021,June,"H: Transportation, storage, postal and courier services",Elementary_Occupations,346
2021,June,"H: Transportation, storage, postal and courier services",Total,2933
2021,June,I: Accommodation and food services,Managers,93
2021,June,I: Accommodation and food services,Professionals,37
2021,June,I: Accommodation and food services,Associate_Professionals,157
2021,June,I: Accommodation and food services,Clerical_Support_Workers,110
2021,June,I: Accommodation and food services,Service_Sales_Workers,3219
2021,June,I: Accommodation and food services,Craft_Related_Workers,334
2021,June,I: Accommodation and food services,Plant_Machine_Operators,0
2021,June,I: Accommodation and food services,Skilled_Agricultural_Fishery,0
2021,June,I: Accommodation and food services,Elementary_Occupations,375
2021,June,I: Accommodation and food services,Total,4325
2021,June,J: Information and communications,Managers,104
2021,June,J: Information and communications,Professionals,1016
2021,June,J: Information and communications,Associate_Professionals,587
2021,June,J: Information and communications,Clerical_Support_Workers,98
2021,June,J: Information and communications,Service_Sales_Workers,50
2021,June,J: Information and communications,Craft_Related_Workers,72
2021,June,J: Information and communications,Plant_Machine_Operators,0
2021,June,J: Information and communications,Skilled_Agricultural_Fishery,0
2021,June,J: Information and communications,Elementary_Occupations,2
2021,June,J: Information and communications,Total,1929
2021,June,K: Financing and insurance,Managers,991
2021,June,K: Financing and insurance,Professionals,1179
2021,June,K: Financing and insurance,Associate_Professionals,2360
2021,June,K: Financing and insurance,Clerical_Support_Workers,361
2021,June,K: Financing and insurance,Service_Sales_Workers,12
2021,June,K: Financing and insurance,Craft_Related_Workers,1
2021,June,K: Financing and insurance,Plant_Machine_Operators,22
2021,June,K: Financing and insurance,Skilled_Agricultural_Fishery,0
2021,June,K: Financing and insurance,Elementary_Occupations,55
2021,June,K: Financing and insurance,Total,4981
2021,June,L: Real estate,Managers,99
2021,June,L: Real estate,Professionals,120
2021,June,L: Real estate,Associate_Professionals,654
2021,June,L: Real estate,Clerical_Support_Workers,243
2021,June,L: Real estate,Service_Sales_Workers,1511
2021,June,L: Real estate,Craft_Related_Workers,197
2021,June,L: Real estate,Plant_Machine_Operators,1
2021,June,L: Real estate,Skilled_Agricultural_Fishery,6
2021,June,L: Real estate,Elementary_Occupations,336
2021,June,L: Real estate,Total,3167
2021,June,M & N: Professional and business services,Managers,197
2021,June,M & N: Professional and business services,Professionals,1226
2021,June,M & N: Professional and business services,Associate_Professionals,1063
2021,June,M & N: Professional and business services,Clerical_Support_Workers,471
2021,June,M & N: Professional and business services,Service_Sales_Workers,1235
2021,June,M & N: Professional and business services,Craft_Related_Workers,186
2021,June,M & N: Professional and business services,Plant_Machine_Operators,46
2021,June,M & N: Professional and business services,Skilled_Agricultural_Fishery,162
2021,June,M & N: Professional and business services,Elementary_Occupations,1267
2021,June,M & N: Professional and business services,Total,5853
2021,June,P - S: Social and personal services,Managers,444
2021,June,P - S: Social and personal services,Professionals,4260
2021,June,P - S: Social and personal services,Associate_Professionals,1924
2021,June,P - S: Social and personal services,Clerical_Support_Workers,1126
2021,June,P - S: Social and personal services,Service_Sales_Workers,4049
2021,June,P - S: Social and personal services,Craft_Related_Workers,428
2021,June,P - S: Social and personal services,Plant_Machine_Operators,71
2021,June,P - S: Social and personal services,Skilled_Agricultural_Fishery,49
2021,June,P - S: Social and personal services,Elementary_Occupations,1195
2021,June,P - S: Social and personal services,Total,13546
2021,June,All industry sections covered,Managers,2482
2021,June,All industry sections covered,Professionals,8924
2021,June,All industry sections covered,Associate_Professionals,8862
2021,June,All industry sections covered,Clerical_Support_Workers,3808
2021,June,All industry sections covered,Service_Sales_Workers,13110
2021,June,All industry sections covered,Craft_Related_Workers,1994
2021,June,All industry sections covered,Plant_Machine_Operators,1510
2021,June,All industry sections covered,Skilled_Agricultural_Fishery,218
2021,June,All industry sections covered,Elementary_Occupations,4533
2021,June,All industry sections covered,Total,45441
2021,September,Manufacturing,Managers,13
2021,September,Manufacturing,Professionals,75
2021,September,Manufacturing,Associate_Professionals,101
2021,September,Manufacturing,Clerical_Support_Workers,68
2021,September,Manufacturing,Service_Sales_Workers,62
2021,September,Manufacturing,Craft_Related_Workers,370
2021,September,Manufacturing,Plant_Machine_Operators,151
2021,September,Manufacturing,Skilled_Agricultural_Fishery,0
2021,September,Manufacturing,Elementary_Occupations,305
2021,September,Manufacturing,Total,1145
2021,September,"Mining, Quarrying, Electricity, Gas, Waste Management",Managers,20
2021,September,"Mining, Quarrying, Electricity, Gas, Waste Management",Professionals,5
2021,September,"Mining, Quarrying, Electricity, Gas, Waste Management",Associate_Professionals,55
2021,September,"Mining, Quarrying, Electricity, Gas, Waste Management",Clerical_Support_Workers,23
2021,September,"Mining, Quarrying, Electricity, Gas, Waste Management",Service_Sales_Workers,11
2021,September,"Mining, Quarrying, Electricity, Gas, Waste Management",Craft_Related_Workers,32
2021,September,"Mining, Quarrying, Electricity, Gas, Waste Management",Plant_Machine_Operators,54
2021,September,"Mining, Quarrying, Electricity, Gas, Waste Management",Skilled_Agricultural_Fishery,0
2021,September,"Mining, Quarrying, Electricity, Gas, Waste Management",Elementary_Occupations,76
2021,September,"Mining, Quarrying, Electricity, Gas, Waste Management",Total,276
2021,September,Construction Sites (Manual Workers),Managers,NA
2021,September,Construction Sites (Manual Workers),Professionals,NA
2021,September,Construction Sites (Manual Workers),Associate_Professionals,NA
2021,September,Construction Sites (Manual Workers),Clerical_Support_Workers,NA
2021,September,Construction Sites (Manual Workers),Service_Sales_Workers,NA
2021,September,Construction Sites (Manual Workers),Craft_Related_Workers,40
2021,September,Construction Sites (Manual Workers),Plant_Machine_Operators,10
2021,September,Construction Sites (Manual Workers),Skilled_Agricultural_Fishery,NA
2021,September,Construction Sites (Manual Workers),Elementary_Occupations,114
2021,September,Construction Sites (Manual Workers),Total,164
2021,September,"G: Import/export, wholesale and retail trades",Managers,524
2021,September,"G: Import/export, wholesale and retail trades",Professionals,852
2021,September,"G: Import/export, wholesale and retail trades",Associate_Professionals,1226
2021,September,"G: Import/export, wholesale and retail trades",Clerical_Support_Workers,744
2021,September,"G: Import/export, wholesale and retail trades",Service_Sales_Workers,4254
2021,September,"G: Import/export, wholesale and retail trades",Craft_Related_Workers,138
2021,September,"G: Import/export, wholesale and retail trades",Plant_Machine_Operators,240
2021,September,"G: Import/export, wholesale and retail trades",Skilled_Agricultural_Fishery,0
2021,September,"G: Import/export, wholesale and retail trades",Elementary_Occupations,803
2021,September,"G: Import/export, wholesale and retail trades",Total,8781
2021,September,G45-46: Import/export trade and wholesale,Managers,371
2021,September,G45-46: Import/export trade and wholesale,Professionals,722
2021,September,G45-46: Import/export trade and wholesale,Associate_Professionals,914
2021,September,G45-46: Import/export trade and wholesale,Clerical_Support_Workers,525
2021,September,G45-46: Import/export trade and wholesale,Service_Sales_Workers,652
2021,September,G45-46: Import/export trade and wholesale,Craft_Related_Workers,125
2021,September,G45-46: Import/export trade and wholesale,Plant_Machine_Operators,209
2021,September,G45-46: Import/export trade and wholesale,Skilled_Agricultural_Fishery,0
2021,September,G45-46: Import/export trade and wholesale,Elementary_Occupations,554
2021,September,G45-46: Import/export trade and wholesale,Total,4072
2021,September,G47: Retail,Managers,153
2021,September,G47: Retail,Professionals,130
2021,September,G47: Retail,Associate_Professionals,312
2021,September,G47: Retail,Clerical_Support_Workers,219
2021,September,G47: Retail,Service_Sales_Workers,3602
2021,September,G47: Retail,Craft_Related_Workers,13
2021,September,G47: Retail,Plant_Machine_Operators,31
2021,September,G47: Retail,Skilled_Agricultural_Fishery,0
2021,September,G47: Retail,Elementary_Occupations,249
2021,September,G47: Retail,Total,4709
2021,September,"H: Transportation, storage, postal and courier services",Managers,118
2021,September,"H: Transportation, storage, postal and courier services",Professionals,223
2021,September,"H: Transportation, storage, postal and courier services",Associate_Professionals,572
2021,September,"H: Transportation, storage, postal and courier services",Clerical_Support_Workers,355
2021,September,"H: Transportation, storage, postal and courier services",Service_Sales_Workers,328
2021,September,"H: Transportation, storage, postal and courier services",Craft_Related_Workers,233
2021,September,"H: Transportation, storage, postal and courier services",Plant_Machine_Operators,365
2021,September,"H: Transportation, storage, postal and courier services",Skilled_Agricultural_Fishery,1
2021,September,"H: Transportation, storage, postal and courier services",Elementary_Occupations,385
2021,September,"H: Transportation, storage, postal and courier services",Total,2580
2021,September,I: Accommodation and food services,Managers,102
2021,September,I: Accommodation and food services,Professionals,47
2021,September,I: Accommodation and food services,Associate_Professionals,251
2021,September,I: Accommodation and food services,Clerical_Support_Workers,192
2021,September,I: Accommodation and food services,Service_Sales_Workers,4052
2021,September,I: Accommodation and food services,Craft_Related_Workers,521
2021,September,I: Accommodation and food services,Plant_Machine_Operators,1
2021,September,I: Accommodation and food services,Skilled_Agricultural_Fishery,0
2021,September,I: Accommodation and food services,Elementary_Occupations,593
2021,September,I: Accommodation and food services,Total,5759
2021,September,J: Information and communications,Managers,231
2021,September,J: Information and communications,Professionals,1220
2021,September,J: Information and communications,Associate_Professionals,644
2021,September,J: Information and communications,Clerical_Support_Workers,61
2021,September,J: Information and communications,Service_Sales_Workers,46
2021,September,J: Information and communications,Craft_Related_Workers,67
2021,September,J: Information and communications,Plant_Machine_Operators,0
2021,September,J: Information and communications,Skilled_Agricultural_Fishery,0
2021,September,J: Information and communications,Elementary_Occupations,17
2021,September,J: Information and communications,Total,2286
2021,September,K: Financing and insurance,Managers,1104
2021,September,K: Financing and insurance,Professionals,1384
2021,September,K: Financing and insurance,Associate_Professionals,2509
2021,September,K: Financing and insurance,Clerical_Support_Workers,506
2021,September,K: Financing and insurance,Service_Sales_Workers,13
2021,September,K: Financing and insurance,Craft_Related_Workers,1
2021,September,K: Financing and insurance,Plant_Machine_Operators,4
2021,September,K: Financing and insurance,Skilled_Agricultural_Fishery,0
2021,September,K: Financing and insurance,Elementary_Occupations,6
2021,September,K: Financing and insurance,Total,5527
2021,September,L: Real estate,Managers,146
2021,September,L: Real estate,Professionals,125
2021,September,L: Real estate,Associate_Professionals,987
2021,September,L: Real estate,Clerical_Support_Workers,174
2021,September,L: Real estate,Service_Sales_Workers,1321
2021,September,L: Real estate,Craft_Related_Workers,162
2021,September,L: Real estate,Plant_Machine_Operators,12
2021,September,L: Real estate,Skilled_Agricultural_Fishery,8
2021,September,L: Real estate,Elementary_Occupations,788
2021,September,L: Real estate,Total,3723
2021,September,M & N: Professional and business services,Managers,246
2021,September,M & N: Professional and business services,Professionals,1145
2021,September,M & N: Professional and business services,Associate_Professionals,1267
2021,September,M & N: Professional and business services,Clerical_Support_Workers,600
2021,September,M & N: Professional and business services,Service_Sales_Workers,1167
2021,September,M & N: Professional and business services,Craft_Related_Workers,280
2021,September,M & N: Professional and business services,Plant_Machine_Operators,82
2021,September,M & N: Professional and business services,Skilled_Agricultural_Fishery,94
2021,September,M & N: Professional and business services,Elementary_Occupations,1870
2021,September,M & N: Professional and business services,Total,6751
2021,September,P - S: Social and personal services,Managers,345
2021,September,P - S: Social and personal services,Professionals,4399
2021,September,P - S: Social and personal services,Associate_Professionals,5079
2021,September,P - S: Social and personal services,Clerical_Support_Workers,1639
2021,September,P - S: Social and personal services,Service_Sales_Workers,4297
2021,September,P - S: Social and personal services,Craft_Related_Workers,367
2021,September,P - S: Social and personal services,Plant_Machine_Operators,79
2021,September,P - S: Social and personal services,Skilled_Agricultural_Fishery,11
2021,September,P - S: Social and personal services,Elementary_Occupations,1350
2021,September,P - S: Social and personal services,Total,17566
2021,September,All industry sections covered,Managers,2849
2021,September,All industry sections covered,Professionals,9475
2021,September,All industry sections covered,Associate_Professionals,12691
2021,September,All industry sections covered,Clerical_Support_Workers,4362
2021,September,All industry sections covered,Service_Sales_Workers,15551
2021,September,All industry sections covered,Craft_Related_Workers,2211
2021,September,All industry sections covered,Plant_Machine_Operators,998
2021,September,All industry sections covered,Skilled_Agricultural_Fishery,114
2021,September,All industry sections covered,Elementary_Occupations,6307
2021,September,All industry sections covered,Total,54558
2021,December,Manufacturing,Managers,12
2021,December,Manufacturing,Professionals,140
2021,December,Manufacturing,Associate_Professionals,151
2021,December,Manufacturing,Clerical_Support_Workers,101
2021,December,Manufacturing,Service_Sales_Workers,83
2021,December,Manufacturing,Craft_Related_Workers,436
2021,December,Manufacturing,Plant_Machine_Operators,157
2021,December,Manufacturing,Skilled_Agricultural_Fishery,0
2021,December,Manufacturing,Elementary_Occupations,271
2021,December,Manufacturing,Total,1351
2021,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Managers,21
2021,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Professionals,2
2021,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Associate_Professionals,53
2021,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Clerical_Support_Workers,9
2021,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Service_Sales_Workers,13
2021,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Craft_Related_Workers,23
2021,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Plant_Machine_Operators,56
2021,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Skilled_Agricultural_Fishery,0
2021,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Elementary_Occupations,93
2021,December,"Mining, Quarrying, Electricity, Gas, Waste Management",Total,270
2021,December,Construction Sites (Manual Workers),Managers,NA
2021,December,Construction Sites (Manual Workers),Professionals,NA
2021,December,Construction Sites (Manual Workers),Associate_Professionals,NA
2021,December,Construction Sites (Manual Workers),Clerical_Support_Workers,NA
2021,December,Construction Sites (Manual Workers),Service_Sales_Workers,NA
2021,December,Construction Sites (Manual Workers),Craft_Related_Workers,110
2021,December,Construction Sites (Manual Workers),Plant_Machine_Operators,2
2021,December,Construction Sites (Manual Workers),Skilled_Agricultural_Fishery,NA
2021,December,Construction Sites (Manual Workers),Elementary_Occupations,147
2021,December,Construction Sites (Manual Workers),Total,259
2021,December,"G: Import/export, wholesale and retail trades",Managers,572
2021,December,"G: Import/export, wholesale and retail trades",Professionals,915
2021,December,"G: Import/export, wholesale and retail trades",Associate_Professionals,1259
2021,December,"G: Import/export, wholesale and retail trades",Clerical_Support_Workers,1151
2021,December,"G: Import/export, wholesale and retail trades",Service_Sales_Workers,4246
2021,December,"G: Import/export, wholesale and retail trades",Craft_Related_Workers,260
2021,December,"G: Import/export, wholesale and retail trades",Plant_Machine_Operators,163
2021,December,"G: Import/export, wholesale and retail trades",Skilled_Agricultural_Fishery,0
2021,December,"G: Import/export, wholesale and retail trades",Elementary_Occupations,797
2021,December,"G: Import/export, wholesale and retail trades",Total,9363
2021,December,G45-46: Import/export trade and wholesale,Managers,474
2021,December,G45-46: Import/export trade and wholesale,Professionals,705
2021,December,G45-46: Import/export trade and wholesale,Associate_Professionals,939
2021,December,G45-46: Import/export trade and wholesale,Clerical_Support_Workers,829
2021,December,G45-46: Import/export trade and wholesale,Service_Sales_Workers,394
2021,December,G45-46: Import/export trade and wholesale,Craft_Related_Workers,196
2021,December,G45-46: Import/export trade and wholesale,Plant_Machine_Operators,157
2021,December,G45-46: Import/export trade and wholesale,Skilled_Agricultural_Fishery,0
2021,December,G45-46: Import/export trade and wholesale,Elementary_Occupations,395
2021,December,G45-46: Import/export trade and wholesale,Total,4089
2021,December,G47: Retail,Managers,98
2021,December,G47: Retail,Professionals,210
2021,December,G47: Retail,Associate_Professionals,320
2021,December,G47: Retail,Clerical_Support_Workers,322
2021,December,G47: Retail,Service_Sales_Workers,3852
2021,December,G47: Retail,Craft_Related_Workers,64
2021,December,G47: Retail,Plant_Machine_Operators,6
2021,December,G47: Retail,Skilled_Agricultural_Fishery,0
2021,December,G47: Retail,Elementary_Occupations,402
2021,December,G47: Retail,Total,5274
2021,December,"H: Transportation, storage, postal and courier services",Managers,146
2021,December,"H: Transportation, storage, postal and courier services",Professionals,216
2021,December,"H: Transportation, storage, postal and courier services",Associate_Professionals,558
2021,December,"H: Transportation, storage, postal and courier services",Clerical_Support_Workers,548
2021,December,"H: Transportation, storage, postal and courier services",Service_Sales_Workers,369
2021,December,"H: Transportation, storage, postal and courier services",Craft_Related_Workers,391
